FTG14,Fiesta Tango 4th Sequence, 1st Section (Steps 1-8),
FTG24,Fiesta Tango 4th Sequence, 2nd Section (Steps 9 16),
GW1Sq1Se,Golden Waltz 1st Sequence 1st Section (Steps 1-22),
GW1Sq2Se,Golden Waltz 1st Sequence 2nd Section (Steps 23-47),
GW2Sq1Se,Golden Waltz 2nd Sequence 1st Section (Steps 1-22),
GW2Sq2Se,Golden Waltz 2nd Sequence 2nd Section (Steps 23-47),
TA1Sq,Harris Tango 1st Sequence (Steps 1-22),
TA2Sq,Harris Tango 2nd Sequence (Steps 1-22),
K1Sq,Kilian 4 sequences 1st Sequence (Steps 1-14),
K2Sq,Kilian 4 sequences 2nd Sequence (Steps 1-14),
K3Sq,Kilian 4 sequences 3rd Sequence (Steps 1-14),
K4Sq,Kilian 4 sequences 4th Sequence (Steps 1-14),
KI1Sq,Kilian 6 sequences 1st Sequence (Steps 1-14),
KI2Sq,Kilian 6 sequences 2nd Sequence (Steps 1-14),
KI3Sq,Kilian 6 sequences 3rd Sequence (Steps 1-14),
KI4Sq,Kilian 6 sequences 4th Sequence (Steps 1-14),
KI5Sq,Kilian 6 sequences 5th Sequence (Steps 1-14),
KI6Sq,Kilian 6 sequences 6th Sequence (Steps 1-14),
MB1Sq1Se,Midnight Blues 1st Sequence 1st Section (Steps 1-13),
MB1Sq2Se,Midnight Blues 1st Sequence 2nd Section (Steps 14-26),
MB2Sq1Se,Midnight Blues 2nd Sequence 1st Section (Steps 1-13),
MB2Sq2Se,Midnight Blues 2nd Sequence 2nd Section (Steps 14-26),
PD1Sq,Paso Doble 1st Sequence (Steps 1-28),
PD2Sq,Paso Doble 2nd Sequence (Steps 1-28),
PD3Sq,Paso Doble 3rd Sequence (Steps 1-28),
QS1Sq,Quickstep 1st Sequence (Steps 1-18),
QS2Sq,Quickstep 2nd Sequence (Steps 1-18),
QS3Sq,Quickstep 3rd Sequence (Steps 1-18),
QS4Sq,Quickstep 4th Sequence (Steps 1-18),
RH1Sq,Rhumba 1st Sequence (Steps 1-16),
RH2Sq,Rhumba 2nd Sequence (Steps 1-16),
RH3Sq,Rhumba 3rd Sequence (Steps 1-16),
RH4Sq,Rhumba 4th Sequence (Steps 1-16),
RF1Sq,Rocker Foxtrot 1st Sequence (Steps 1-14),
RF2Sq,Rocker Foxtrot 2nd Sequence (Steps 1-14),
RF3Sq,Rocker Foxtrot 3rd Sequence (Steps 1-14),
RF4Sq,Rocker Foxtrot 4th Sequence (Steps 1-14),
RW1Sq1Se,Ravensburger Waltz 1st Sequence 1st Section (1-19),
RW1Sq2Se,Ravensburger Waltz 1st Sequence 2nd Section (20-41),
RW2Sq1Se,Ravensburger Waltz 2nd Sequence 1st Section (1-19),
RW2Sq2Se,Ravensburger Waltz 2nd Sequence 2nd Section (20-41),
SD11,Swing Dance 1st Sequence, 1st Section (Steps 1-8),
SD21,Swing Dance 1st Sequence, 2nd Section (Steps 9-15),
SD31,Swing Dance 1st Sequence, 3rd Section (Steps 16-23),
SD41,Swing Dance 1st Sequence, 4th Section (Steps 24-30),
SD12,Swing Dance 2nd Sequence, 1st Section (Steps 1-8),
SD22,Swing Dance 2nd Sequence, 2nd Section (Steps 9-15),
SD32,Swing Dance 2nd Sequence, 3rd Section (Steps 16-23),
SD42,Swing Dance 2nd Sequence, 4th Section (Steps 24-30),
SS1Sq1Se,Silver Samba 1st Sequence 1st Section (Steps 1-27),
SS1Sq2Se,Silver Samba 1st Sequence 2nd Section (Steps 28-49),
SS2Sq1Se,Silver Samba 2nd Sequence 1st Section (Steps 1-27),
SS2Sq2Se,Silver Samba 2nd Sequence 2nd Section (Steps 28-49),
SW1Sq1Se,Starlight Waltz 1st Sequence 1st Section (Steps 1-17),
SW1Sq2Se,Starlight Waltz 1st Sequence 2nd Section (Steps 18-32),
SW2Sq1Se,Starlight Waltz 2nd Sequence 1st Section (Steps 1-17),
SW2Sq2Se,Starlight Waltz 2nd Sequence 2nd Section (Steps 18-32),
TF1Sq,Ten-Fox 1st Sequence (Steps 1-19),
TF2Sq,Ten-Fox 2ndSequence (Steps 1-19),
TF3Sq,Ten-Fox 3rd Sequence (Steps 1-19),
TR1Sq1Se,Tango Romantica 1st Sequence 1st Section (Steps 1-27),
TR1Sq2Se,Tango Romantica 1st Sequence 2nd Section (Steps 28-49),
TR2Sq1Se,Tango Romantica 2nd Sequence 1st Section (Steps 1-27),
TR2Sq2Se,Tango Romantica 2nd Sequence 2nd Section (Steps 28-49),
VW1Sq,Viennese Waltz 1st Sequence (Steps 1-24),
VW2Sq,Viennese Waltz 2nd Sequence (Steps 1-24),
VW3Sq,Viennese Waltz 3rd Sequence (Steps 1-24),
WLW11,Willow Waltz 1st Sequence 1st Section (Steps 1-11),
WLW21,Willow Waltz 1st Sequence 2nd Section (Steps 12-22),
WLW12,Willow Waltz 2nd Sequence, 1st Section (Steps 1-11),
WLW22,Willow Waltz 2nd Sequence, 2nd Section (Steps 12-22),
WLW13,Willow Waltz 3rd Sequence, 1st Section (Steps 1-11),
WLW23,Willow Waltz 3rd Sequence, 2nd Section (Steps 12-22),
WW1Sq1se,Westminster Waltz 1st Sequence 1st Section (Steps 1-12),
WW1Sq2Se,Westminster Waltz 1st Sequence 2nd Section (Steps 13-22),
WW2Sq1Se,Westminster Waltz 2nd Sequence 1st Section (Steps 1-12),
WW2Sq2Se,Westminster Waltz 2nd Sequence 2nd Section (Steps 13-22),
YP1Sq1Se,Yankee Polka 1st Sequence 1st Section (Steps 1-25),
YP1Sq2Se,Yankee Polka 1st Sequence 2nd Section (Steps 26-52),
YP2Sq1Se,Yankee Polka 2nd Sequence 1st Section (Steps 1-25),
YP2Sq2Se,Yankee Polka 2nd Sequence 2nd Section (Steps 26-52),
